p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.2074620739591e-54	0.0875415792843784	0.458	0.444	1.02102708884116e-49	WT	COL26A1
5.85242390092585e-54	0.071337677023373	0.388	0.377	1.14748475425453e-49	WT	SLC35B4
5.96803662408868e-54	0.107764394107303	0.396	0.385	1.17015294088507e-49	WT	HEY2
6.35616516680138e-54	0.0737640672340021	0.416	0.414	1.24625330425475e-49	WT	SPEF2
6.58003385306677e-54	0.0780580015342653	0.316	0.309	1.2901472375708e-49	WT	TMUB1
6.68631930629893e-54	0.0638598538012623	0.625	0.62	1.31098662638603e-49	WT	GRB2
6.73015242488677e-54	0.107880316801138	0.086	0.054	1.31958098594755e-49	WT	HOXC8
7.24325385039246e-54	0.0656624678093552	0.397	0.391	1.42018478244645e-49	WT	SCAMP5
8.38195472344026e-54	0.0671242222140215	0.761	0.794	1.64344986262493e-49	WT	FRMD3
1.01876417028056e-53	0.0611858685953847	0.453	0.454	1.99749090866909e-49	WT	KMO
1.07867752143691e-53	0.0615427944533164	0.584	0.579	2.11496301628134e-49	WT	NUCB2
1.11741178442128e-53	0.071950355913954	0.274	0.265	2.19090928571481e-49	WT	RSPH6A
1.13135200367353e-53	0.098439441174313	0.056	0.03	2.21824187360268e-49	WT	TXNDC8
1.22205077489555e-53	0.0592400464840974	0.521	0.522	2.39607495433771e-49	WT	PHLDA1
1.35271786401596e-53	0.0873510134547967	0.328	0.313	2.65227391597609e-49	WT	AKT1
1.55472225898558e-53	0.0740402783058604	0.325	0.314	3.04834393319303e-49	WT	PCSK7
1.85624287205038e-53	0.0657734686400558	0.374	0.369	3.63953539922917e-49	WT	RAVER2
1.93117810700994e-53	0.0820505694646982	0.332	0.317	3.7864609144144e-49	WT	NOXO1
2.28138344940424e-53	0.118691181683023	0.226	0.154	4.4731085292469e-49	WT	HIST1H2AG
2.36656901683e-53	0.101420487701756	0.053	0.027	4.64013187129857e-49	WT	PPP1R17
2.3814330298075e-53	0.0770050463178019	0.319	0.303	4.66927574154356e-49	WT	RBM7
2.61005126509995e-53	0.102037266753188	0.085	0.054	5.11752751548147e-49	WT	PIK3CG
2.76735572353278e-53	0.0978779517202751	0.194	0.162	5.42595436713072e-49	WT	CRHR1.1
3.27228392778648e-53	0.0826062557396352	0.119	0.101	6.41596709721095e-49	WT	GSTM3
3.56532494177458e-53	0.104847859069986	0.184	0.149	6.99053261333742e-49	WT	SNX31
3.82658930152659e-53	0.0810754953906053	0.257	0.23	7.50279364350318e-49	WT	SLC36A4
4.096499059838e-53	0.0560606195507828	0.578	0.581	8.03200570662436e-49	WT	NFATC3
4.11445274367137e-53	0.0650273528686624	0.605	0.594	8.06720749451646e-49	WT	ACIN1
4.23427647781215e-53	0.0660227758141171	0.567	0.575	8.30214589004628e-49	WT	RP1-179P9.3
4.35681438542194e-53	0.070226018957569	0.265	0.258	8.54240596549681e-49	WT	IGFBP6
4.63046328318999e-53	0.113070807311625	0.074	0.036	9.07894935935061e-49	WT	C5orf38
4.68858936652845e-53	0.10761992596311	0.112	0.079	9.19291717095234e-49	WT	ZC2HC1B
5.19423113690883e-53	0.0610566735847337	0.465	0.461	1.01843289901371e-48	WT	RP11-111M22.2
5.44627645906119e-53	0.101707059941875	0.055	0.028	1.06785142532813e-48	WT	NOXRED1
5.50004676919484e-53	0.0905391447895151	0.091	0.058	1.07839417003603e-48	WT	GPC2
6.10746420025566e-53	0.112626011333504	0.109	0.075	1.19749050574413e-48	WT	LURAP1
6.18893742490594e-53	0.0616084430304201	0.537	0.535	1.21346496090131e-48	WT	ZDHHC17
6.25332155991279e-53	0.0888459382609139	0.399	0.37	1.2260887582521e-48	WT	NAA35
6.34229298401429e-53	0.0826886994854118	0.459	0.441	1.24353338537568e-48	WT	NMRK1
7.7822884566882e-53	0.0674953366201368	0.353	0.354	1.52587329770285e-48	WT	NOP9
7.87007226796118e-53	0.0638232303799928	0.427	0.418	1.54308506957915e-48	WT	SYDE2
9.45647243215379e-53	0.113011273060288	0.114	0.075	1.85413054977239e-48	WT	MCHR2
1.00096792475186e-52	0.0737919261885864	0.344	0.338	1.96259781006098e-48	WT	FAM83H-AS1
1.02563726108564e-52	0.105167116774588	0.055	0.029	2.01096697781062e-48	WT	OR52A1
1.18951392628524e-52	0.0536774166341746	0.811	0.802	2.33227995526748e-48	WT	KRT8
1.23650693671166e-52	0.071354522288439	0.338	0.335	2.42441915081054e-48	WT	TM7SF2
1.302138850568e-52	0.0999805941697953	0.532	0.499	2.55310364430867e-48	WT	RANBP17
1.3352058136848e-52	0.103408666181866	0.169	0.136	2.61793803889179e-48	WT	TAS2R1
1.3745674366158e-52	0.0692315596750842	0.723	0.719	2.69511437297259e-48	WT	SLC4A2
1.3853360799777e-52	0.088103653755627	0.251	0.221	2.71622845201227e-48	WT	DMRT1
1.4536935276077e-52	0.0775411085643801	0.463	0.443	2.85025689958041e-48	WT	ITGA7
1.57228904695164e-52	0.0596355131444499	0.631	0.643	3.08278713435807e-48	WT	KCTD1
1.77748046292987e-52	0.108248224308692	0.308	0.248	3.4851059436666e-48	WT	HIST1H2BJ
1.8224629755096e-52	0.0696279704073661	0.391	0.389	3.57330315608168e-48	WT	LRRC24
2.11764302193592e-52	0.0779004080830429	0.278	0.267	4.15206267310975e-48	WT	MGAT2
2.18192842255872e-52	0.100321637391569	0.121	0.089	4.27810705811088e-48	WT	LYVE1
2.26650438216977e-52	0.113943297856128	0.205	0.162	4.44393514212027e-48	WT	RAMP1
2.380910531906e-52	0.0802195785454037	0.186	0.161	4.6682512799081e-48	WT	MBIP
2.60578744969866e-52	0.0925524492000069	0.138	0.112	5.10916745262417e-48	WT	C7orf72
2.79962773753774e-52	0.104043888384403	0.113	0.08	5.48923010499025e-48	WT	ATP5L2
2.83963804279249e-52	0.0647208594628253	0.214	0.199	5.56767831050323e-48	WT	SLC22A8
2.88213132197041e-52	0.0978158843189801	0.109	0.074	5.65099488298739e-48	WT	CRIP1
3.06066043875567e-52	0.102784115993753	0.109	0.08	6.00103692226823e-48	WT	ANKRD45
3.26141817206613e-52	0.0779179023696705	0.372	0.366	6.39466260997005e-48	WT	CYTH3
3.40221706800418e-52	0.115514826053363	0.081	0.045	6.67072700523579e-48	WT	SERPINA12
3.60144902922974e-52	0.0620678447865987	0.555	0.562	7.06136111161076e-48	WT	COA1
3.67042915714553e-52	0.0845757183331578	0.192	0.169	7.19661044841524e-48	WT	C9orf40
3.77416702320635e-52	0.0758844113048759	0.326	0.313	7.40000928240069e-48	WT	RGS17
4.00040874677275e-52	0.0617142091470367	0.293	0.293	7.84360142979733e-48	WT	TMED3
4.48900956878496e-52	0.0922387308005004	0.332	0.318	8.80160106151666e-48	WT	C7orf25
5.42932532728485e-52	0.0632265841985646	0.493	0.5	1.06452781692074e-47	WT	FAM227B
5.47281530886074e-52	0.0684724488331878	0.26	0.249	1.07305489760833e-47	WT	SLC39A9
6.16378467499381e-52	0.0990871610446146	0.104	0.067	1.20853326122604e-47	WT	LHX6
6.17107760109851e-52	0.0763783564624887	0.314	0.302	1.20996318524738e-47	WT	DCAF4
6.26950221653841e-52	0.0761993759102381	0.343	0.329	1.22926129959669e-47	WT	TEX22
6.33664817678537e-52	0.050076043006299	0.647	0.665	1.24242660802231e-47	WT	METTL15
6.43501031312456e-52	0.0800309333223266	0.229	0.209	1.26171247209433e-47	WT	TEX10
6.64217844726447e-52	0.104484613942902	0.19	0.142	1.30233192815515e-47	WT	TMC2
6.82788675020161e-52	0.0784937073849001	0.462	0.46	1.33874375511203e-47	WT	SSC4D
7.07627438684773e-52	0.0830526432997302	0.225	0.211	1.38744511902923e-47	WT	TSPAN13
7.55861780135997e-52	0.0852518202523796	0.199	0.169	1.48201819231265e-47	WT	TMC5
7.89856030569499e-52	0.100057582738396	0.09	0.061	1.54867071913762e-47	WT	CCDC81
8.38810258851708e-52	0.101068253112613	0.092	0.063	1.64465527453054e-47	WT	HEPACAM2
8.94520531485701e-52	0.103851464813469	0.087	0.054	1.75388640608401e-47	WT	GPR139
9.07224782521431e-52	0.0890879375052118	0.347	0.319	1.77879563108977e-47	WT	KIF27
1.06670080678762e-51	0.0756062824052171	0.245	0.23	2.09148027186848e-47	WT	DSG4
1.14625371301614e-51	0.0621354222162979	0.501	0.494	2.24745965511075e-47	WT	LAMA4
1.19694553495778e-51	0.0684209257542437	0.505	0.529	2.34685111039172e-47	WT	CD36
1.30302685594283e-51	0.100706854948625	0.131	0.098	2.5548447564471e-47	WT	HTR1E
1.52646963980958e-51	0.0794955789720571	0.375	0.356	2.99294902277465e-47	WT	SFTPD
1.57295301591779e-51	0.0785546627523525	0.453	0.44	3.08408897831001e-47	WT	SPRYD3
1.75520092735612e-51	0.0747402134786547	0.349	0.341	3.44142245826715e-47	WT	MTERF2
1.80369520260724e-51	0.0810274393770902	0.148	0.122	3.53650518375202e-47	WT	MEIOB
1.83985179060141e-51	0.0990823016085007	0.358	0.322	3.60739740583219e-47	WT	TMEM161A
2.1376513468142e-51	0.0624222593362845	0.579	0.582	4.19129299569861e-47	WT	SEPT7
2.20482988657456e-51	0.0846301917213454	0.255	0.229	4.32300995860674e-47	WT	CAPN14
2.37302891988592e-51	0.0783021003540148	0.177	0.16	4.65279780322033e-47	WT	C14orf166
2.56671426126594e-51	0.109036207523199	0.099	0.065	5.03255665206413e-47	WT	RFX6
2.61282002840216e-51	0.0540858181646928	0.511	0.527	5.12295622968811e-47	WT	TLK1
2.65606042997858e-51	0.0680165414908191	0.402	0.4	5.20773768505901e-47	WT	SMARCC1
3.09523156533154e-51	0.091915877397431	0.294	0.282	6.06882053014555e-47	WT	KIF21B
3.12973561601251e-51	0.0870886153980331	0.231	0.204	6.13647262231574e-47	WT	SNAP91
3.13410161611029e-51	0.0713644407098688	0.251	0.233	6.14503303870745e-47	WT	CEP78
3.47951288769072e-51	0.0792064939020393	0.471	0.449	6.82228091889519e-47	WT	NTMT1
3.6067372151646e-51	0.0750764838543071	0.064	0.044	7.07172965777322e-47	WT	C3orf14
3.73186776870815e-51	0.0643238802378107	0.237	0.229	7.31707313410606e-47	WT	PAX6
3.76155983925677e-51	0.0626407106982478	0.619	0.615	7.37529037683074e-47	WT	CDS2
4.04260715591299e-51	0.0815522518846852	0.402	0.393	7.9263398505986e-47	WT	EMCN
4.1385886371622e-51	0.0882583985815558	0.095	0.065	8.11453074088393e-47	WT	HEPACAM
4.5134083552294e-51	0.0771753565259379	0.276	0.265	8.84943976209829e-47	WT	RPL36AL
4.52949446098243e-51	0.108337822498464	0.119	0.079	8.88097978964825e-47	WT	PZP
4.71117061932925e-51	0.0768617123988952	0.276	0.266	9.23719223331886e-47	WT	CCDC126
5.18133612773305e-51	0.0715095511604277	0.391	0.376	1.01590457456462e-46	WT	PTGR1
5.48531091381354e-51	0.073407576797917	0.362	0.352	1.07550491087142e-46	WT	CBLN3
6.62688840297259e-51	0.0561085454485612	0.368	0.378	1.29933400917084e-46	WT	ATRX
6.66450649596536e-51	0.0635211364566616	0.653	0.649	1.30670978866393e-46	WT	SNX25
6.88169229799162e-51	0.0921954301233569	0.081	0.058	1.34929340886722e-46	WT	MILR1
7.66593884986424e-51	0.0666316514036644	0.323	0.32	1.50306063029288e-46	WT	C14orf105
7.78952195899522e-51	0.0658907804063025	0.452	0.449	1.52729157050019e-46	WT	DNM1L
7.79673716744891e-51	0.0781305896869179	0.223	0.2	1.52870625642171e-46	WT	P2RY14
8.0535019437733e-51	0.102493495730268	0.074	0.044	1.57905012611563e-46	WT	LAT
8.05366432171924e-51	0.104475746525234	0.249	0.21	1.57908196355949e-46	WT	PKHD1L1
8.12152426024071e-51	0.0873738458528809	0.281	0.251	1.5923872617054e-46	WT	PPM1E
8.46871175844732e-51	0.0852684385233058	0.24	0.204	1.66046031447877e-46	WT	SYT17
8.58826086665794e-51	0.0995332044327615	0.072	0.041	1.68390030812562e-46	WT	RGR
8.79126441504715e-51	0.0662661085891856	0.378	0.369	1.7237032138583e-46	WT	ARHGAP8
9.01863864372034e-51	0.053785431567582	0.485	0.499	1.76828447887425e-46	WT	UGGT2
9.44576297501522e-51	0.0585758799768359	0.648	0.641	1.85203074651123e-46	WT	PTPN12
1.01000640208716e-50	0.0763152214386286	0.501	0.464	1.98031955257229e-46	WT	MGAM
1.02553316353088e-50	0.0624628840049534	0.502	0.506	2.010762873735e-46	WT	CTNNBL1
1.05451098428439e-50	0.0683801869865682	0.663	0.644	2.06757968688641e-46	WT	CCM2
1.08650442661566e-50	0.0615467383548136	0.36	0.362	2.13030922926532e-46	WT	SRP54
1.12133994690779e-50	0.0602375408111449	0.507	0.5	2.1986112339021e-46	WT	UBXN2A
1.31024539084376e-50	0.063853503194679	0.507	0.495	2.56899813782737e-46	WT	HECTD1
1.36809574486857e-50	0.0712596467549488	0.218	0.204	2.68242532696381e-46	WT	CPSF2
1.40584559407009e-50	0.0719454739283021	0.416	0.408	2.75644145629323e-46	WT	AMFR
1.41090866842928e-50	0.107466696820687	0.109	0.069	2.76636862618929e-46	WT	HSD17B3
1.72734608963109e-50	0.0628429999249634	0.737	0.737	3.38680747793968e-46	WT	MLLT10
1.75874834678626e-50	0.0553653800875458	0.642	0.639	3.44837788354382e-46	WT	FBXO17
1.85758719713407e-50	0.0559859107949573	0.572	0.573	3.64217121742077e-46	WT	ZFP36L1
1.90440493379569e-50	0.0839311500404233	0.117	0.098	3.73396675369322e-46	WT	ACOT4
1.92623850450139e-50	0.0769514864343068	0.393	0.388	3.77677583577588e-46	WT	NPC2
1.96617241722362e-50	0.0882181991971898	0.099	0.072	3.85507425845036e-46	WT	DCN
1.98717177758589e-50	0.0966836931736695	0.073	0.046	3.89624770431265e-46	WT	CLEC1B
1.99918268718855e-50	0.0917557407201736	0.138	0.112	3.91979749477059e-46	WT	HSF5
2.04932073435918e-50	0.0718341607414583	0.286	0.271	4.01810316385804e-46	WT	VWC2
2.34497874907365e-50	0.0954903194533732	0.099	0.069	4.59779983330871e-46	WT	GJA1
2.36773908115796e-50	0.0789205138354851	0.317	0.311	4.64242601642642e-46	WT	AL022397.1
2.62660633348761e-50	0.102626432240936	0.071	0.042	5.14998703806915e-46	WT	MS4A14
2.92721726841086e-50	0.100734042715134	0.132	0.102	5.73939489817317e-46	WT	ARL4D
2.94905600797909e-50	0.0819842845450631	0.345	0.326	5.78221411484461e-46	WT	ENTPD2
3.38592727559336e-50	0.0771491714606697	0.314	0.301	6.63878760925589e-46	WT	AHSA1
3.81589371444634e-50	0.0640111837436285	0.444	0.448	7.48182280591493e-46	WT	TTC27
3.83679772912381e-50	0.0622901292189267	0.708	0.708	7.52280930749306e-46	WT	SSBP2
3.99686296218218e-50	0.0797848773172742	0.172	0.148	7.83664920995059e-46	WT	BCHE
4.17505399721463e-50	0.0541638176665833	0.708	0.703	8.18602837233872e-46	WT	RNLS
4.19642763231433e-50	0.0707575740547517	0.359	0.353	8.22793565867871e-46	WT	TRAPPC4
4.29432182690865e-50	0.0801294765389719	0.214	0.196	8.41987680601979e-46	WT	CNIH1
4.7587691581079e-50	0.0891395864190206	0.161	0.137	9.33051868830217e-46	WT	GALNTL5
4.88609613647241e-50	0.0649116978282545	0.711	0.729	9.58016869478146e-46	WT	COMMD10
5.40818460001804e-50	0.0688339452063403	0.202	0.184	1.06038275452554e-45	WT	CCER1
5.55240156380016e-50	0.0945615376315793	0.078	0.051	1.0886593746143e-45	WT	OR2A14
5.81720548824888e-50	0.063584403874669	0.502	0.5	1.14057948008096e-45	WT	MARCH8
6.2194114009037e-50	0.0800255532114278	0.387	0.37	1.21943999337519e-45	WT	PABPN1
6.30741545840214e-50	0.0973744103583412	0.054	0.029	1.23669494892891e-45	WT	RGS18
7.22894561527759e-50	0.0751912021466749	0.203	0.186	1.41737936678748e-45	WT	ABHD4
7.41439760154395e-50	0.0990849104241832	0.203	0.173	1.45374093773472e-45	WT	CAV3
7.49347974130429e-50	0.0616955981785926	0.508	0.525	1.46924657287753e-45	WT	WDR7
7.55202911385595e-50	0.0717353098892102	0.456	0.435	1.48072634835374e-45	WT	SETX
7.65994324754043e-50	0.0680724839058114	0.441	0.446	1.50188507254525e-45	WT	ZNF425
7.80332405611974e-50	0.0819830166208759	0.188	0.145	1.5299977476834e-45	WT	MARVELD3
7.89015758282942e-50	0.106413485366802	0.071	0.043	1.54702319726536e-45	WT	CD200R1
8.0227229768981e-50	0.0883221537354782	0.206	0.184	1.57301529408041e-45	WT	VPS11
8.38034494136393e-50	0.0802503122810655	0.222	0.206	1.64313423265323e-45	WT	ATG14
8.47156962558182e-50	0.0670664973075649	0.428	0.422	1.66102065648783e-45	WT	LRRC8B
8.62988045093625e-50	0.0613056470814308	0.49	0.488	1.69206066001507e-45	WT	AMOT
8.7150679082214e-50	0.0849467449988979	0.272	0.246	1.70876336476497e-45	WT	HDHD3
8.72368972793191e-50	0.0854648010909075	0.235	0.214	1.71045384495561e-45	WT	RPGRIP1
1.02406374424452e-49	0.0748058085415743	0.268	0.246	2.00788178334023e-45	WT	GALNT12
1.04288556014447e-49	0.0630231519011318	0.492	0.492	2.04478571777525e-45	WT	POLR3B
1.06231088011628e-49	0.0916275931924347	0.216	0.184	2.08287294264399e-45	WT	HTR7
1.09685711785692e-49	0.0742728119327455	0.442	0.434	2.15060775098205e-45	WT	CDCA7L
1.12476327289715e-49	0.0553315812090512	0.325	0.336	2.20532334916945e-45	WT	PTH1R
1.20478208620474e-49	0.0719031116543263	0.362	0.342	2.36221623642163e-45	WT	F2RL1
1.23371460829568e-49	0.0758019435551406	0.236	0.218	2.41894423248534e-45	WT	SLC12A1
1.23883662721807e-49	0.0562497237529798	0.607	0.612	2.42898697498646e-45	WT	RABGEF1
1.29968544364317e-49	0.0975537807547654	0.084	0.056	2.54829324935116e-45	WT	CLCA1
1.31414461242082e-49	0.0906336684018085	0.198	0.172	2.57664334157351e-45	WT	MYH7B
1.35586531322827e-49	0.0734304819632151	0.223	0.211	2.65844511964667e-45	WT	BUD13
1.36875285064764e-49	0.057886231156891	0.416	0.416	2.68371371426483e-45	WT	NOL10
1.41283879080441e-49	0.0877525108800742	0.258	0.242	2.77015301713021e-45	WT	EDARADD
1.47028428669941e-49	0.0664959492529753	0.213	0.201	2.88278640093153e-45	WT	ACVR1C
1.6221990629389e-49	0.0591567531120297	0.535	0.532	3.18064570270429e-45	WT	RP11-475E11.9
1.67030106687519e-49	0.0638701972818931	0.463	0.454	3.27495930182218e-45	WT	HOXA9
1.70187190798549e-49	0.0591320757369858	0.215	0.209	3.33686024998716e-45	WT	GABRA5
1.76671147324667e-49	0.0876224296557304	0.359	0.342	3.46399118559476e-45	WT	RXFP1
1.78575948353204e-49	0.110498383263965	0.145	0.107	3.50133861936126e-45	WT	RP11-249L12.1
1.95286863397413e-49	0.0954219330248169	0.117	0.089	3.82898953063308e-45	WT	MCF2
1.99668198891886e-49	0.0798784082313516	0.368	0.354	3.91489437567322e-45	WT	ZFAND4
2.06954868904409e-49	0.0634220351514131	0.471	0.463	4.05776411460875e-45	WT	MTHFD1
2.41018962051568e-49	0.0561270012842868	0.522	0.53	4.72565878894509e-45	WT	PUM2
2.6674408582018e-49	0.0579265052933469	0.743	0.728	5.23005129067627e-45	WT	PNPLA8
3.23816762896766e-49	0.0902170442411327	0.252	0.247	6.3490752701169e-45	WT	VEGFC
3.40337103178244e-49	0.0982529166553418	0.066	0.039	6.67298958201582e-45	WT	WEE2
3.48558962439949e-49	0.0548580274313945	0.569	0.576	6.83419557656008e-45	WT	TRIM37
3.58923202912074e-49	0.0937096271544983	0.255	0.214	7.03740723949703e-45	WT	CFAP77
3.67838049345455e-49	0.0714276628644596	0.308	0.301	7.21220063351633e-45	WT	MYO1H
3.70264537330954e-49	0.0594611799841304	0.203	0.192	7.25977678344801e-45	WT	PLCD4
4.09103538964953e-49	0.061132512936667	0.316	0.321	8.02129308848582e-45	WT	CASD1
4.92869549700662e-49	0.10793963263456	0.15	0.11	9.66369326098088e-45	WT	TUNAR
5.25314808502423e-49	0.0698634480611888	0.362	0.351	1.0299847450307e-44	WT	METAP2
5.48899635799218e-49	0.0585871560793761	0.537	0.537	1.07622751591153e-44	WT	USP15
5.70755548050314e-49	0.0825529581925146	0.184	0.16	1.11908040306225e-44	WT	WDR76
6.25608984355187e-49	0.0790291209917948	0.325	0.315	1.22663153562521e-44	WT	SLC31A1
6.5975900262257e-49	0.0790395554072634	0.308	0.295	1.29358947644207e-44	WT	GFER
6.73275503068551e-49	0.0615000608479411	0.538	0.523	1.32009127886651e-44	WT	HNF1A
6.87170073690844e-49	0.103964894799321	0.262	0.227	1.34733436348564e-44	WT	ARHGEF26
7.03980699507504e-49	0.0879675861790308	0.473	0.447	1.38029495752436e-44	WT	LRRC8A
7.15053096499917e-49	0.052940329146817	0.699	0.705	1.40200460630739e-44	WT	CDK19
7.56408415171865e-49	0.0749551057819375	0.238	0.216	1.48308997962748e-44	WT	CD163L1
7.87451412932721e-49	0.0669274257224237	0.232	0.221	1.54395598533719e-44	WT	SLC22A15
7.89459728861543e-49	0.108768201213542	0.101	0.069	1.54789369037883e-44	WT	HOXA11
7.95953313324271e-49	0.0797565245728407	0.216	0.193	1.5606256614349e-44	WT	AL161905.1
8.08496535383013e-49	0.0668439040543123	0.507	0.52	1.58521915692547e-44	WT	CWC27
8.17209778049522e-49	0.0803409059462652	0.231	0.208	1.6023032118217e-44	WT	TMPRSS4
9.15217353005325e-49	0.0633714264398355	0.285	0.288	1.79446666403754e-44	WT	YAE1D1
9.37894755697596e-49	0.100230028524664	0.135	0.106	1.83893024749628e-44	WT	ACPP
9.64529559257089e-49	0.0913479106435878	0.064	0.036	1.89115310683537e-44	WT	CCDC116
9.78036300997939e-49	0.0665307154116605	0.36	0.357	1.91763577536666e-44	WT	SCYL1
1.09198474222685e-48	0.0708828869257265	0.316	0.305	2.14105448408418e-44	WT	C11orf71
1.16059685989251e-48	0.0863950733480446	0.273	0.261	2.27558226319125e-44	WT	RUNX1T1
1.1868750612249e-48	0.0533442268677781	0.5	0.517	2.32710593254367e-44	WT	ITFG1
1.25504347748295e-48	0.098121486909001	0.081	0.051	2.46076374630082e-44	WT	TM6SF1
1.35390442215128e-48	0.0849243073502154	0.169	0.15	2.65460040051202e-44	WT	SLC2A12
1.59248748051572e-48	0.0857964544027435	0.061	0.034	3.12239020304717e-44	WT	A1BG
1.60394903219359e-48	0.0668369535292516	0.442	0.44	3.14486286742197e-44	WT	ORAI1
1.66821152037717e-48	0.1036582155188	0.089	0.058	3.27086232800352e-44	WT	FHL5
1.70953140308051e-48	0.0899729522640786	0.221	0.197	3.35187822201995e-44	WT	TRMT61A
1.76697192291678e-48	0.0923495224371509	0.148	0.115	3.46450184926294e-44	WT	C5
1.79972455496197e-48	0.100067097064175	0.105	0.075	3.52871993491393e-44	WT	CHRNA6
1.82938331847191e-48	0.0572080836896008	0.591	0.59	3.58687187252787e-44	WT	EPC2
1.87305694311825e-48	0.0928626714653475	0.268	0.229	3.67250274837196e-44	WT	KCNE4
1.91563822760082e-48	0.0809783698231922	0.318	0.3	3.75599187285693e-44	WT	NELFB
1.94547066146261e-48	0.0694886396543034	0.183	0.172	3.81448432592974e-44	WT	GS1-114I9.3
2.04550612960137e-48	0.11426705944024	0.104	0.068	4.0106238683094e-44	WT	ZNF454
2.23666634877607e-48	0.0590893613170523	0.354	0.359	4.38543171004525e-44	WT	PRKD3
2.42381932384797e-48	0.0544130170061611	0.502	0.513	4.75238254826871e-44	WT	TAOK1
2.518381902967e-48	0.0599537823853349	0.55	0.556	4.9377913971474e-44	WT	METTL25
2.64480702905049e-48	0.0578808854241948	0.378	0.386	5.1856731418593e-44	WT	MTPN
2.83601557658448e-48	0.0726180008613084	0.51	0.496	5.56057574100919e-44	WT	PHPT1
2.87702488082143e-48	0.0975586962810656	0.094	0.063	5.64098268382657e-44	WT	CLEC1A
3.18197395606921e-48	0.0530280539160952	0.35	0.355	6.23889633566491e-44	WT	ANKRD13C
3.33247414593477e-48	0.0657811773452618	0.355	0.355	6.5339820579343e-44	WT	SOCS7
3.65454746680575e-48	0.0640322221370268	0.256	0.245	7.16547121816604e-44	WT	C1QTNF8
3.92117961234106e-48	0.0628626599979246	0.387	0.377	7.68825686591711e-44	WT	CALCB
4.0667515367566e-48	0.0805747003784141	0.244	0.225	7.97367973811867e-44	WT	RP11-468E2.2
4.07655528160158e-48	0.0640141066117565	0.493	0.499	7.99290194063622e-44	WT	PRTFDC1
4.25002649199069e-48	0.12717868008923	0.052	0.023	8.33302694284615e-44	WT	POLR2J2
4.38169352859082e-48	0.0823886075918797	0.238	0.211	8.59118650150802e-44	WT	FER1L5
4.52788685194723e-48	0.0863259759870431	0.18	0.157	8.87782775061294e-44	WT	HHIPL1
4.97179400014203e-48	0.0661472761081079	0.516	0.514	9.74819649607848e-44	WT	AAAS
5.9177058177362e-48	0.0756104311625972	0.138	0.117	1.16028457968354e-43	WT	CXCL1
6.85037607310636e-48	0.066061858159122	0.355	0.357	1.34315323665396e-43	WT	ZNF783
7.03848234412156e-48	0.0963727205652964	0.212	0.167	1.38003523321191e-43	WT	SYK
7.28792938303422e-48	0.0701222420129283	0.342	0.34	1.42894431413152e-43	WT	ITGB7
7.52661238110189e-48	0.0946031674300054	0.182	0.144	1.47574288956265e-43	WT	GAD2
7.56512514362291e-48	0.0616293968328316	0.473	0.471	1.48329408691014e-43	WT	ARID4A
9.21231759511496e-48	0.105096989232567	0.165	0.128	1.80625911087419e-43	WT	SLC6A11
9.37414018635269e-48	0.0532128744628658	0.702	0.711	1.83798766633817e-43	WT	MAP4K4
9.73858449995891e-48	0.110457950445519	0.155	0.111	1.90944426290694e-43	WT	TEX36
9.90794670829237e-48	0.095700448086295	0.086	0.058	1.94265111109489e-43	WT	PLPPR4
1.06821243564401e-47	0.0835177339023062	0.243	0.228	2.0944441225672e-43	WT	PRKAR2A
1.15216173681215e-47	0.0760678209283001	0.514	0.507	2.25904351736759e-43	WT	RP11-111K18.1
1.17178444874978e-47	0.07408014457004	0.185	0.161	2.29751776866369e-43	WT	MRLN
1.18708594140007e-47	0.0771591135610021	0.395	0.38	2.32751940530311e-43	WT	PRMT8
1.18911368549087e-47	0.0544699177984003	0.594	0.621	2.33149520314194e-43	WT	MED12L
1.19054145444884e-47	0.0954904809069808	0.074	0.046	2.33429462973784e-43	WT	CLEC9A
1.19571360567497e-47	0.0632718689347751	0.244	0.244	2.34443566664691e-43	WT	BCAP29
1.29550564456079e-47	0.0991017995062238	0.066	0.039	2.54009791729034e-43	WT	RBM44
1.37490244208425e-47	0.0532680051931738	0.477	0.485	2.6957712181946e-43	WT	PIAS1
1.46404959665674e-47	0.0703622350616219	0.234	0.223	2.87056204416488e-43	WT	DLST
1.66468957924893e-47	0.0974962753151469	0.069	0.043	3.26395685803337e-43	WT	IL33
1.79350662284921e-47	0.0964184175177231	0.162	0.127	3.51652843542044e-43	WT	RIMS4
1.99767222250971e-47	0.0639913241644086	0.442	0.451	3.91683592667478e-43	WT	CRIP2
2.00211263455329e-47	0.0645598911538062	0.367	0.372	3.92554224256863e-43	WT	RPAP2
2.11685062212678e-47	0.0801407457763254	0.213	0.189	4.15050901480397e-43	WT	PKP3
2.11886094897992e-47	0.0574332829347272	0.138	0.129	4.15445066266492e-43	WT	TOMM20L
2.27252486406056e-47	0.0807149635289421	0.398	0.37	4.45573950096354e-43	WT	MAP3K9
2.34561411098024e-47	0.084987196217884	0.264	0.246	4.59904558739895e-43	WT	GON7
2.5199712458742e-47	0.100062554663999	0.079	0.05	4.94090762178553e-43	WT	EMB
2.64585478366408e-47	0.0726984563073074	0.252	0.244	5.18772747433016e-43	WT	SUZ12
